Village Name,Gram Panchayat,TALUK,district
Tidgol,Tidigol,Sindhnur ,YADGIR
Devatgal,Mundaragi,Devadurga ,YADGIR
Adavibhavi,Neeranakera,Lingsugur ,YADGIR
Daddal,Sadapur,Manvi ,YADGIR
Yedlapur,Yadlapur,Raichur ,YADGIR
Uppaldoddi,Tidigol,Sindhnur ,YADGIR
Ganajali,Mundaragi,Devadurga ,YADGIR
Chitranhal,Neeranakera,Lingsugur ,YADGIR
Korvi,Sadapur,Manvi ,YADGIR
Appandoddi,Yapaladinni,Raichur ,YADGIR
Bhiramgondal,Udbal U,Sindhnur ,YADGIR
Huligud,Mundaragi,Devadurga ,YADGIR
Margatnal,Neeranakera,Lingsugur ,YADGIR
Pannuru,Sadapur,Manvi ,YADGIR
Budidipad,Yapaladinni,Raichur ,YADGIR
Chikkkadbur,Udbal U,Sindhnur ,YADGIR
Katmalli,Mundaragi,Devadurga ,YADGIR
Neeralkera,Neeranakera,Lingsugur ,YADGIR
Sadapur,Sadapur,Manvi ,YADGIR
Gajral,Yapaladinni,Raichur ,YADGIR
Hullur,Udbal U,Sindhnur ,YADGIR
Mundargi,Mundaragi,Devadurga ,YADGIR
Gadgi,Paidoddi,Lingsugur ,YADGIR
Seekal,Sadapur,Manvi ,YADGIR
Kothdoddi,Yapaladinni,Raichur ,YADGIR
Jallihatti,Udbal U,Sindhnur ,YADGIR
Aldharti,Mustur,Devadurga ,YADGIR
Golpalli,Paidoddi,Lingsugur ,YADGIR
Kardigud,Sangapur,Manvi ,YADGIR
Madmandoddi,Yapaladinni,Raichur ,YADGIR
Kyathanahatti,Udbal U,Sindhnur ,YADGIR
Chintalkunta,Mustur,Devadurga ,YADGIR
Pai Doddi,Paidoddi,Lingsugur ,YADGIR
Mallige Madugu,Sangapur,Manvi ,YADGIR
Nagandoddi,Yapaladinni,Raichur ,YADGIR
Shankerbandi,Udbal U,Sindhnur ,YADGIR
Gajjibhavi,Mustur,Devadurga ,YADGIR
Raidurga,Paidoddi,Lingsugur ,YADGIR
Manvi R,Sangapur,Manvi ,YADGIR
Raldoddi,Yapaladinni,Raichur ,YADGIR
Sunkanur,Udbal U,Sindhnur ,YADGIR
Hungunbad,Mustur,Devadurga ,YADGIR
Tanmankal,Paidoddi,Lingsugur ,YADGIR
Naslapur,Sangapur,Manvi ,YADGIR
Waddepalli,Yapaladinni,Raichur ,YADGIR
Udbal,Udbal U,Sindhnur ,YADGIR
Jaradbandi,Mustur,Devadurga ,YADGIR
Yarjanti,Paidoddi,Lingsugur ,YADGIR
Sangapur,Sangapur,Manvi ,YADGIR
Yapaldinni,Yapaladinni,Raichur ,YADGIR
Bukanhatti,Umaloti,Sindhnur ,YADGIR
Mustoor,Mustur,Devadurga ,YADGIR
Jungi Rampur,Rodalabanda,Lingsugur ,YADGIR
Arnalli,Sunkeshwar,Manvi ,YADGIR
Godihal,Yergera,Raichur ,YADGIR
Gorloti,Umaloti,Sindhnur ,YADGIR
Salkyapur,Mustur,Devadurga ,YADGIR
Kaddona,Rodalabanda,Lingsugur ,YADGIR
Bailmarchad,Sunkeshwar,Manvi ,YADGIR
Upral,Yergera,Raichur ,YADGIR
Kardchalami,Umaloti,Sindhnur ,YADGIR
Shivangi,Mustur,Devadurga ,YADGIR
Roudala Banda,Rodalabanda,Lingsugur ,YADGIR
Sunkeswara,Sunkeshwar,Manvi ,YADGIR
Yergera,Yergera,Raichur ,YADGIR
Mullur,Umaloti,Sindhnur ,YADGIR
Teggihal,Mustur,Devadurga ,YADGIR
Sunkal,Rodalabanda,Lingsugur ,YADGIR
Goge Hebbal,Toranadinni,Manvi ,YADGIR
Umloti,Umaloti,Sindhnur ,YADGIR
Tawag,Rodalabanda,Lingsugur ,YADGIR
Malkapur,Toranadinni,Manvi ,YADGIR
Virapur,Umaloti,Sindhnur ,YADGIR
Heggaddinni,Nagadadinni,Devadurga ,YADGIR
Toral Benchi,Rodalabanda,Lingsugur ,YADGIR
Toran Dinni,Toranadinni,Manvi ,YADGIR
Giniwar,Vala Ballary,Sindhnur ,YADGIR
Nagaddinni,Nagadadinni,Devadurga ,YADGIR
Upperi,Rodalabanda,Lingsugur ,YADGIR
Badlapur,Utakanur,Manvi ,YADGIR
Walbellary,Vala Ballary,Sindhnur ,YADGIR
Neelgal,Nagadadinni,Devadurga ,YADGIR
Yalaghatta,Rodalabanda,Lingsugur ,YADGIR
Belwat,Utakanur,Manvi ,YADGIR
Yeddaldoddi,Vala Ballary,Sindhnur ,YADGIR
Sutardinni,Nagadadinni,Devadurga ,YADGIR
Roudal Banda,Rodalabanda U K P,Lingsugur ,YADGIR
Chikkaudbal,Utakanur,Manvi ,YADGIR
Arlihalli,Virupapur,Sindhnur ,YADGIR
Tippaldinni,Nagadadinni,Devadurga ,YADGIR
Basapur,Santhekallur,Lingsugur ,YADGIR
Dhotarbandi,Utakanur,Manvi ,YADGIR
Simth Mavina Madu,Virupapur,Sindhnur ,YADGIR
Yermasal,Nagadadinni,Devadurga ,YADGIR
Bendarkarlkunti,Santhekallur,Lingsugur ,YADGIR
Tadkal,Utakanur,Manvi ,YADGIR
Virapapur,Virupapur,Sindhnur ,YADGIR
Madarkal,Palakanamardi,Devadurga ,YADGIR
Gonwar,Santhekallur,Lingsugur ,YADGIR
Udbal,Utakanur,Manvi ,YADGIR
Harapur,Yelekudlagi,Sindhnur ,YADGIR
Mudalagund,Palakanamardi,Devadurga ,YADGIR
Muslikarlkunti,Santhekallur,Lingsugur ,YADGIR
Utaknur,Utakanur,Manvi ,YADGIR
Yelekudalgi,Yelekudlagi,Sindhnur ,YADGIR
Ooti,Palakanamardi,Devadurga ,YADGIR
Sante Kellur,Santhekallur,Lingsugur ,YADGIR
Basapur,Vatagal,Manvi ,YADGIR
Palkanmardi,Palakanamardi,Devadurga ,YADGIR
Amarawati,Sarjapur,Lingsugur ,YADGIR
Eklasapur,Vatagal,Manvi ,YADGIR
Wandli,Palakanamardi,Devadurga ,YADGIR
Chick Hesarur,Sarjapur,Lingsugur ,YADGIR
Irkal,Vatagal,Manvi ,YADGIR
Andankhed,Ramadurga,Devadurga ,YADGIR
Hire Hesarur,Sarjapur,Lingsugur ,YADGIR
Parasapur,Vatagal,Manvi ,YADGIR
Durg,Ramadurga,Devadurga ,YADGIR
Kuppigudda,Sarjapur,Lingsugur ,YADGIR
Watgal,Vatagal,Manvi ,YADGIR
Javgud,Ramadurga,Devadurga ,YADGIR
Sarjapur,Sarjapur,Lingsugur ,YADGIR
Jinnapur,Ramadurga,Devadurga ,YADGIR
Baggalgudda,Telekhan,Lingsugur ,YADGIR
Kadligud,Ramadurga,Devadurga ,YADGIR
Desai Bhogapur,Telekhan,Lingsugur ,YADGIR
Kakkargal,Ramadurga,Devadurga ,YADGIR
Hadagali,Telekhan,Lingsugur ,YADGIR
Ramdurg,Ramadurga,Devadurga ,YADGIR
Kamandaldinni,Telekhan,Lingsugur ,YADGIR
Sunkeshwarhal,Ramadurga,Devadurga ,YADGIR
Sompur,Telekhan,Lingsugur ,YADGIR
Tippapur,Ramadurga,Devadurga ,YADGIR
Talekhan,Telekhan,Lingsugur ,YADGIR
Hanchinhal,Shavantagera,Devadurga ,YADGIR
Yerdoddi,Telekhan,Lingsugur ,YADGIR
Hireraikumpi,Shavantagera,Devadurga ,YADGIR
Kannapur Hatti,Upparnandihal,Lingsugur ,YADGIR
Ingaladhal,Shavantagera,Devadurga ,YADGIR
Killar Hatti,Upparnandihal,Lingsugur ,YADGIR
Sasvigera,Shavantagera,Devadurga ,YADGIR
Lukkihal,Upparnandihal,Lingsugur ,YADGIR
Bhogiramangund,Somanamaradi,Devadurga ,YADGIR
Uppar Nandihal,Upparnandihal,Lingsugur ,YADGIR
Mykaldoddi,Somanamaradi,Devadurga ,YADGIR
Naglapur,Somanamaradi,Devadurga ,YADGIR
Somanmardi,Somanamaradi,Devadurga ,YADGIR
Akkur,Akkur,Channapatna ,YADGIR
Achalu,Acchalu,Kanakapura ,YADGIR
Adarangi,Adarangi,Magadi ,YADGIR
Akkur,Akkur,Ramanagaram ,YADGIR
Avverahalli,Akkur,Channapatna ,YADGIR
Bommanahalli,Acchalu,Kanakapura ,YADGIR
Ajjahalli,Adarangi,Magadi ,YADGIR
Virupasandra,Akkur,Ramanagaram ,YADGIR
Hosahalli,Akkur,Channapatna ,YADGIR
Puradadoddi,Acchalu,Kanakapura ,YADGIR
Annekaranahalli,Adarangi,Magadi ,YADGIR
Avaragere,Bannikuppe,Ramanagaram ,YADGIR
Aralalasandra,B V Hally,Channapatna ,YADGIR
Thotahalli,Acchalu,Kanakapura ,YADGIR
Attingere,Adarangi,Magadi ,YADGIR
Bannikuppe,Bannikuppe,Ramanagaram ,YADGIR
Banduru Valagerehalli,B V Hally,Channapatna ,YADGIR
Yadamaranahalli,Acchalu,Kanakapura ,YADGIR
Gerahalli,Adarangi,Magadi ,YADGIR
Bethimgere,Bannikuppe,Ramanagaram ,YADGIR
Chagaredoddi,B V Hally,Channapatna ,YADGIR
Allimaranahalli,Allimaranahalli,Kanakapura ,YADGIR
Guddahalli,Adarangi,Magadi ,YADGIR
Ganakallu,Bannikuppe,Ramanagaram ,YADGIR
Dyavapatna,B V Hally,Channapatna ,YADGIR
Banthamari State Forest,Allimaranahalli,Kanakapura ,YADGIR
Hanchibasavanapalya,Adarangi,Magadi ,YADGIR
Hakkipikki,Bannikuppe,Ramanagaram ,YADGIR
Soudahalli,B V Hally,Channapatna ,YADGIR
Dollahalli,Allimaranahalli,Kanakapura ,YADGIR
Kagimadu,Adarangi,Magadi ,YADGIR
Hirehalli,Bannikuppe,Ramanagaram ,YADGIR
Virupasandra,B V Hally,Channapatna ,YADGIR
Ganalu,Allimaranahalli,Kanakapura ,YADGIR
Matha,Adarangi,Magadi ,YADGIR
Kempadyapanahalli,Bannikuppe,Ramanagaram ,YADGIR
Vitalenahalli,B V Hally,Channapatna ,YADGIR
Konamanahalli,Allimaranahalli,Kanakapura ,YADGIR
Thoreramanahalli,Adarangi,Magadi ,YADGIR
Kethiganahalli,Bannikuppe,Ramanagaram ,YADGIR
Ambadahalli,Banagahally,Channapatna ,YADGIR
Vadedoddi,Allimaranahalli,Kanakapura ,YADGIR
Agalakote,Agalakote,Magadi ,YADGIR
Kurubara Karenahalli,Bannikuppe,Ramanagaram ,YADGIR
Banagahalli,Banagahally,Channapatna ,YADGIR
Arakere,Arakere,Kanakapura ,YADGIR
Balenahalli,Agalakote,Magadi ,YADGIR
Voddaradoddi,Bannikuppe,Ramanagaram ,YADGIR
Hunasanahalli,Banagahally,Channapatna ,YADGIR
Doddaguli,Arakere,Kanakapura ,YADGIR
Bisalahalli,Agalakote,Magadi ,YADGIR
Chikkenahalli,Bannikuppe2,Ramanagaram ,YADGIR
Madapura,Banagahally,Channapatna ,YADGIR
Garalapura,Arakere,Kanakapura ,YADGIR
Dandigepura,Agalakote,Magadi ,YADGIR
Lakkappanahalli,Bannikuppe2,Ramanagaram ,YADGIR
Nagapura,Banagahally,Channapatna ,YADGIR
Gollahalli,Arakere,Kanakapura ,YADGIR
Heligehalli,Agalakote,Magadi ,YADGIR
Lakkojanahalli,Bannikuppe2,Ramanagaram ,YADGIR
Ammallydoddi,Bevoor,Channapatna ,YADGIR
Halasuru,Arakere,Kanakapura ,YADGIR
Hulikatte,Agalakote,Magadi ,YADGIR
Shivanahalli,Bannikuppe2,Ramanagaram ,YADGIR
Bevooru,Bevoor,Channapatna ,YADGIR
Hanchiguli,Arakere,Kanakapura ,YADGIR
Huluvenahalli,Agalakote,Magadi ,YADGIR
Bilagumba,Belugumba,Ramanagaram ,YADGIR
Byranayakanahalli,Bevoor,Channapatna ,YADGIR
Kebre,Arakere,Kanakapura ,YADGIR
Mallenahalli,Agalakote,Magadi ,YADGIR
Doddamannugudde Forest,Belugumba,Ramanagaram ,YADGIR
Gowdagere,Bevoor,Channapatna ,YADGIR
Kunchitigarapalya,Arakere,Kanakapura ,YADGIR
Maraludevanapura,Agalakote,Magadi ,YADGIR
Bannigiri,Byaramangal,Ramanagaram ,YADGIR
Harohallidoddi,Bevoor,Channapatna ,YADGIR
Anmanahalli,Arekattedoddi Kachuvanahalli,Kanakapura ,YADGIR
Ajjanahalli,Ajjanahalli,Magadi ,YADGIR
Byramangala,Byaramangal,Ramanagaram ,YADGIR
Kannasandra,Bevoor,Channapatna ,YADGIR
Arekattedoddi,Arekattedoddi Kachuvanahalli,Kanakapura ,YADGIR
Adakamaranahalli,Bachenahatti,Magadi ,YADGIR
Byramangala Colony,Byaramangal,Ramanagaram ,YADGIR
Kelagere,Bevoor,Channapatna ,YADGIR
Attihalli,Arekattedoddi Kachuvanahalli,Kanakapura ,YADGIR
Bachenahatti,Bachenahatti,Magadi ,YADGIR
Chikkakuntanahalli,Byaramangal,Ramanagaram ,YADGIR
Bhoohalli,Bhoohally,Channapatna ,YADGIR
Dalimba,Arekattedoddi Kachuvanahalli,Kanakapura ,YADGIR
Chikkamaskal,Bachenahatti,Magadi ,YADGIR
Kodiyala Karenahalli,Byaramangal,Ramanagaram ,YADGIR
Bukkasagara,Bhoohally,Channapatna ,YADGIR
Kachavanahalli,Arekattedoddi Kachuvanahalli,Kanakapura ,YADGIR
Chikkathorepalya,Bachenahatti,Magadi ,YADGIR
Madigarapalya,Byaramangal,Ramanagaram ,YADGIR
Kethara Vaderahalli,Bhoohally,Channapatna ,YADGIR
Naripura,Arekattedoddi Kachuvanahalli,Kanakapura ,YADGIR
Doddamaskal,Bachenahatti,Magadi ,YADGIR
Mandalahalli,Byaramangal,Ramanagaram ,YADGIR
Menasiganahalli,Bhoohally,Channapatna ,YADGIR
Suranahalli,Arekattedoddi Kachuvanahalli,Kanakapura ,YADGIR
Gollarapalya,Bachenahatti,Magadi ,YADGIR
Chikkagangawadi,Doddagangavadi,Ramanagaram ,YADGIR
Ujjanahalli,Bhoohally,Channapatna ,YADGIR
Vaddaradoddi,Arekattedoddi Kachuvanahalli,Kanakapura ,YADGIR
Kallur,Bachenahatti,Magadi ,YADGIR
Doddagangawadi,Doddagangavadi,Ramanagaram ,YADGIR
Chakkere,Chekkere,Channapatna ,YADGIR
Yadugowdanahalli,Arekattedoddi Kachuvanahalli,Kanakapura ,YADGIR
Maralagondala,Bachenahatti,Magadi ,YADGIR
Alamaradoddi,Gopahalli,Ramanagaram ,YADGIR
Govindanahalli,Chekkere,Channapatna ,YADGIR
Arekadakalu,Banavasi,Kanakapura ,YADGIR
Polohalli,Bachenahatti,Magadi ,YADGIR
Annahalli,Gopahalli,Ramanagaram ,YADGIR
Hottiganahosahalli,Chekkere,Channapatna ,YADGIR
Attikuppe,Banavasi,Kanakapura ,YADGIR
Shanubhoganahalli,Bachenahatti,Magadi ,YADGIR
Bennahalli,Gopahalli,Ramanagaram ,YADGIR
Koornagere,Chekkere,Channapatna ,YADGIR
Banavasi,Banavasi,Kanakapura ,YADGIR
Singadasanahalli,Bachenahatti,Magadi ,YADGIR
Gopahalli,Gopahalli,Ramanagaram ,YADGIR
Koornagere State Forest,Chekkere,Channapatna ,YADGIR
Billiganakuppe,Banavasi,Kanakapura ,YADGIR
Thagachaguppe,Bachenahatti,Magadi ,YADGIR
Manchegowdanapalya,Gopahalli,Ramanagaram ,YADGIR
Abbur,Dasavara,Channapatna ,YADGIR
Gadaranahalli,Banavasi,Kanakapura ,YADGIR
Varadenahalli,Bachenahatti,Magadi ,YADGIR
Uragahalli,Gopahalli,Ramanagaram ,YADGIR
Dasavara,Dasavara,Channapatna ,YADGIR
Goduru,Banavasi,Kanakapura ,YADGIR
Vengalappanahalli,Bachenahatti,Magadi ,YADGIR
Hallimala,Harisandra,Ramanagaram ,YADGIR
Yelehosahalli,Dasavara,Channapatna ,YADGIR
Konanagundi,Banavasi,Kanakapura ,YADGIR
Alur,Banavadi,Magadi ,YADGIR
Harisandra,Harisandra,Ramanagaram ,YADGIR
Anigere,H Byadarahalli,Channapatna ,YADGIR
Marasarahalli,Banavasi,Kanakapura ,YADGIR
Banavadi,Banavadi,Magadi ,YADGIR
Jeeganahalli,Harisandra,Ramanagaram ,YADGIR
Byadarahalli,H Byadarahalli,Channapatna ,YADGIR
T Maniyambal,Banavasi,Kanakapura ,YADGIR
Byrasandra,Banavadi,Magadi ,YADGIR
Voderahalli,Harisandra,Ramanagaram ,YADGIR
Guddehosuru,H Byadarahalli,Channapatna ,YADGIR
Thattekere,Banavasi,Kanakapura ,YADGIR
Kalluhattipalya,Banavadi,Magadi ,YADGIR
Ammanapura,Hulikeregunnur Averhalli,Ramanagaram ,YADGIR
Huluvady,H Byadarahalli,Channapatna ,YADGIR
Balagondanahalli,Bannimukk0dlu,Kanakapura ,YADGIR
Mallapura,Banavadi,Magadi ,YADGIR
Hulikeregunnur,Hulikeregunnur Averhalli,Ramanagaram ,YADGIR
Mankunda,H Byadarahalli,Channapatna ,YADGIR
Bannimukkodlu,Bannimukk0dlu,Kanakapura ,YADGIR
Mooganahalli,Banavadi,Magadi ,YADGIR
K G Hosahalli,Hulikeregunnur Averhalli,Ramanagaram ,YADGIR
Thavatanahalli,H Byadarahalli,Channapatna ,YADGIR
Chikkmukodlu,Bannimukk0dlu,Kanakapura ,YADGIR
Mylanahalli,Banavadi,Magadi ,YADGIR
Kotahalli,Hulikeregunnur Averhalli,Ramanagaram ,YADGIR
Thenkanahalli,H Byadarahalli,Channapatna ,YADGIR
Halanatha,Bannimukk0dlu,Kanakapura ,YADGIR
Palanahalli,Banavadi,Magadi ,YADGIR
Kurubarahalli,Hulikeregunnur Averhalli,Ramanagaram ,YADGIR
Garakahalli,Harokoppa,Channapatna ,YADGIR
Honniganahalli,Bannimukk0dlu,Kanakapura ,YADGIR
Shanthapura,Banavadi,Magadi ,YADGIR
Nelamale,Hulikeregunnur Averhalli,Ramanagaram ,YADGIR
Harokoppa,Harokoppa,Channapatna ,YADGIR
Hunasalanatha,Bannimukk0dlu,Kanakapura ,YADGIR
Shiraganahalli,Banavadi,Magadi ,YADGIR
Thenginakallu,Hulikeregunnur Averhalli,Ramanagaram ,YADGIR
Nunnuru,Harokoppa,Channapatna ,YADGIR
Irlapodu,Bannimukk0dlu,Kanakapura ,YADGIR
Udakunte,Banavadi,Magadi ,YADGIR
Achalu,Hunasanahalli,Ramanagaram ,YADGIR
Honganur,Honganoor,Channapatna ,YADGIR
Kudigalane,Bannimukk0dlu,Kanakapura ,YADGIR
Veerapura,Banavadi,Magadi ,YADGIR
Hebbakodi,Hunasanahalli,Ramanagaram ,YADGIR
Iggaluru,Iggalur,Channapatna ,YADGIR
Baradanahalli,Budiguppe,Kanakapura ,YADGIR
Belagumba,Belagumba,Magadi ,YADGIR
Hunasanahalli,Hunasanahalli,Ramanagaram ,YADGIR
Neralur,Iggalur,Channapatna ,YADGIR
Boodiguppa,Budiguppe,Kanakapura ,YADGIR
Bhantrakuppe,Belagumba,Magadi ,YADGIR
Kunagal,Hunasanahalli,Ramanagaram ,YADGIR
Saraguru,Iggalur,Channapatna ,YADGIR
Boramanadoddi,Budiguppe,Kanakapura ,YADGIR
Byadarahalli,Belagumba,Magadi ,YADGIR
Siddalakallu,Hunasanahalli,Ramanagaram ,YADGIR
Bychapura,J Byadarahally,Channapatna ,YADGIR
Kanakapura,Budiguppe,Kanakapura ,YADGIR
Gudepalya,Belagumba,Magadi ,YADGIR
Thammanayakanahalli,Hunasanahalli,Ramanagaram ,YADGIR
Jagadapura,J Byadarahally,Channapatna ,YADGIR
Bachahalli,Chakanahalli,Kanakapura ,YADGIR
Harthi,Belagumba,Magadi ,YADGIR
Jalamangala,Jalamagal,Ramanagaram ,YADGIR
Kallapura,J Byadarahally,Channapatna ,YADGIR
Chakanahalli,Chakanahalli,Kanakapura ,YADGIR
Kanchugaranahalli,Belagumba,Magadi ,YADGIR
Tadikavagilu,Jalamagal,Ramanagaram ,YADGIR
Karekoppa,J Byadarahally,Channapatna ,YADGIR
Cheeranakuppe,Chakanahalli,Kanakapura ,YADGIR
Panakanakallu,Belagumba,Magadi ,YADGIR
Thalawadi,Jalamagal,Ramanagaram ,YADGIR
Siddapura,J Byadarahally,Channapatna ,YADGIR
Dyapegowdanadoddi,Chakanahalli,Kanakapura ,YADGIR
Rangenahalli,Belagumba,Magadi ,YADGIR
Ankanahalli,Kailancha,Ramanagaram ,YADGIR
Voddarahalli,J Byadarahally,Channapatna ,YADGIR
Gowdahalli,Chakanahalli,Kanakapura ,YADGIR
Shidaganahalli,Belagumba,Magadi ,YADGIR
Kavanapura,Kailancha,Ramanagaram ,YADGIR
Yaliyur,J Byadarahally,Channapatna ,YADGIR
Kerelallusandra,Chakanahalli,Kanakapura ,YADGIR
Singripalya,Belagumba,Magadi ,YADGIR
Kylancha,Kailancha,Ramanagaram ,YADGIR
Kodamballi,Kodamballi,Channapatna ,YADGIR
Mavathoor,Chakanahalli,Kanakapura ,YADGIR
Thippasandra,Belagumba,Magadi ,YADGIR
Nagohalli,Kailancha,Ramanagaram ,YADGIR
Kondapura,Kodamballi,Channapatna ,YADGIR
Sundagatta,Chakanahalli,Kanakapura ,YADGIR
Biskuru,Biskur,Magadi ,YADGIR
Arehalli,Kootagal,Ramanagaram ,YADGIR
Neralapura,Kodamballi,Channapatna ,YADGIR
Virupasandra,Chakanahalli,Kanakapura ,YADGIR
Byrapura,Biskur,Magadi ,YADGIR
Kutagal,Kootagal,Ramanagaram ,YADGIR
Shanubhoganahalli,Kodamballi,Channapatna ,YADGIR
Bannikuppe,Cheelur,Kanakapura ,YADGIR
Gollahalli,Biskur,Magadi ,YADGIR
Yerehalli,Kootagal,Ramanagaram ,YADGIR
Kudlur,Kudlur,Channapatna ,YADGIR
Cheeluru,Cheelur,Kanakapura ,YADGIR
K G Krishnapura,Biskur,Magadi ,YADGIR
Hosur,Kunchugaranahalli,Ramanagaram ,YADGIR
Santhemogenahalli,Kudlur,Channapatna ,YADGIR
Devarakaggalahalli,Cheelur,Kanakapura ,YADGIR
Kaduramanahalli,Biskur,Magadi ,YADGIR
K G Gollarapalya,Kunchugaranahalli,Ramanagaram ,YADGIR
Makali,Makali,Channapatna ,YADGIR
Hebbidarametlu,Cheelur,Kanakapura ,YADGIR
Kodihalli,Biskur,Magadi ,YADGIR
Kanchugaranahalli,Kunchugaranahalli,Ramanagaram ,YADGIR
Makali State Forest,Makali,Channapatna ,YADGIR
Jakkasandra,Cheelur,Kanakapura ,YADGIR
Muthasagara,Biskur,Magadi ,YADGIR
Kempaiahnapalya,Kunchugaranahalli,Ramanagaram ,YADGIR
Nayidolle,Makali,Channapatna ,YADGIR
Kurubarhalli,Cheelur,Kanakapura ,YADGIR
Parvathapura,Biskur,Magadi ,YADGIR
Chikkasulikere,Lakshmipura,Ramanagaram ,YADGIR
Malur,Malur,Channapatna ,YADGIR
Anajawadi,Chikkamudavadi,Kanakapura ,YADGIR
Bittasandra,Bittasandra,Magadi ,YADGIR
Doddasulikere,Lakshmipura,Ramanagaram ,YADGIR
Kukkur,Malurpatna,Channapatna ,YADGIR
Byalalu,Chikkamudavadi,Kanakapura ,YADGIR
Channohalli,Bittasandra,Magadi ,YADGIR
Kempavaderahalli,Lakshmipura,Ramanagaram ,YADGIR
Malagalu,Malurpatna,Channapatna ,YADGIR
Chikkamuduwadi,Chikkamudavadi,Kanakapura ,YADGIR
Gangenapura,Bittasandra,Magadi ,YADGIR
Kolamaranakuppe,Lakshmipura,Ramanagaram ,YADGIR
Malurpatna,Malurpatna,Channapatna ,YADGIR
Choodahalli,Choodahalli,Kanakapura ,YADGIR
Hemapura,Bittasandra,Magadi ,YADGIR
Lakshmipura,Lakshmipura,Ramanagaram ,YADGIR
Thubinakere,Malurpatna,Channapatna ,YADGIR
Gerahalli,Choodahalli,Kanakapura ,YADGIR
Kanikenahalli,Bittasandra,Magadi ,YADGIR
Melehalli,Lakshmipura,Ramanagaram ,YADGIR
Aralapura,Mandya Bommanayakanahally,Channapatna ,YADGIR
Honnahalli,Choodahalli,Kanakapura ,YADGIR
Kuppemala,Bittasandra,Magadi ,YADGIR
Bhimenahalli,Manchanayakanahalli,Ramanagaram ,YADGIR
Honnayakanahalli,Mandya Bommanayakanahally,Channapatna ,YADGIR
Kurubarahalli,Choodahalli,Kanakapura ,YADGIR
Muppenahalli,Bittasandra,Magadi ,YADGIR
Billakempanahalli,Manchanayakanahalli,Ramanagaram ,YADGIR
Kadaramangala,Mandya Bommanayakanahally,Channapatna ,YADGIR
Somanathapura,Choodahalli,Kanakapura ,YADGIR
Narasapura,Bittasandra,Magadi ,YADGIR
Bychohalli,Manchanayakanahalli,Ramanagaram ,YADGIR
Mandya Bommanayakanahalli,Mandya Bommanayakanahally,Channapatna ,YADGIR
Thenganayakanahalli,Choodahalli,Kanakapura ,YADGIR
Yannegere,Bittasandra,Magadi ,YADGIR
Doddakuntanahalli,Manchanayakanahalli,Ramanagaram ,YADGIR
Siddanahalli,Mandya Bommanayakanahally,Channapatna ,YADGIR
Yalavalli,Choodahalli,Kanakapura ,YADGIR
Angajanahalli,Chikka Mudigere,Magadi ,YADGIR
Hosadoddi,Manchanayakanahalli,Ramanagaram ,YADGIR
Thimmasandra,Mandya Bommanayakanahally,Channapatna ,YADGIR
Aratabele,Dodda Mudavadi,Kanakapura ,YADGIR
Chikkamudigere,Chikka Mudigere,Magadi ,YADGIR
Lakshmisagara,Manchanayakanahalli,Ramanagaram ,YADGIR
Devarahalli,Mathikere,Channapatna ,YADGIR
Bandiganahalli,Dodda Mudavadi,Kanakapura ,YADGIR
Doddamudigere,Chikka Mudigere,Magadi ,YADGIR
Manchanayakanahalli,Manchanayakanahalli,Ramanagaram ,YADGIR
Kadukothanahalli,Mathikere,Channapatna ,YADGIR
Dimbadahalli,Dodda Mudavadi,Kanakapura ,YADGIR
Iyandahalli,Chikka Mudigere,Magadi ,YADGIR
Seshagirihalli,Manchanayakanahalli,Ramanagaram ,YADGIR
Kadukothanahalli Plantation,Mathikere,Channapatna ,YADGIR
Doddamuduwadi,Dodda Mudavadi,Kanakapura ,YADGIR
Janigere,Chikka Mudigere,Magadi ,YADGIR
Shanumangala,Manchanayakanahalli,Ramanagaram ,YADGIR
Mathikere,Mathikere,Channapatna ,YADGIR
Googaredoddi,Dodda Mudavadi,Kanakapura ,YADGIR
Kalkere,Chikka Mudigere,Magadi ,YADGIR
Talakuppe,Manchanayakanahalli,Ramanagaram ,YADGIR
Sankalagere,Mathikere,Channapatna ,YADGIR
Singasandra,Dodda Mudavadi,Kanakapura ,YADGIR
Kempapura,Chikka Mudigere,Magadi ,YADGIR
Yerepalya,Manchanayakanahalli,Ramanagaram ,YADGIR
Settihalli,Mathikere,Channapatna ,YADGIR
Chikkamudude,Doddaalahalli,Kanakapura ,YADGIR
Kenchanahalli,Chikka Mudigere,Magadi ,YADGIR
Basavanapura,Mayaganahalli,Ramanagaram ,YADGIR
Belakere,Mudagere,Channapatna ,YADGIR
Makkalandha,Doddaalahalli,Kanakapura ,YADGIR
Mallasandra,Chikka Mudigere,Magadi ,YADGIR
Dharapura,Mayaganahalli,Ramanagaram ,YADGIR
Dhabanagunda,Mudagere,Channapatna ,YADGIR
Nayakanahalli,Doddaalahalli,Kanakapura ,YADGIR
Marisomanahalli,Chikka Mudigere,Magadi ,YADGIR
Kempanahalli,Mayaganahalli,Ramanagaram ,YADGIR
Koluru,Mudagere,Channapatna ,YADGIR
Anehosahalli,Doddamaralavadi,Kanakapura ,YADGIR
Siddapura,Chikka Mudigere,Magadi ,YADGIR
Kenjigarahalli,Mayaganahalli,Ramanagaram ,YADGIR
Marchanahalli,Mudagere,Channapatna ,YADGIR
Chikkamaralavadi,Doddamaralavadi,Kanakapura ,YADGIR
Srinivasapura,Chikka Mudigere,Magadi ,YADGIR
